"id","left_player_id","right_player_id","next_left_id","next_right_id","left_player_flag","left_retire","right_retire"
3,7,3,,6,3,0,0
1,1,8,5,,3,0,0
4,2,5,6,,3,0,0
2,4,6,,5,2,0,0
6,2,7,,8,2,,
5,1,4,8,,3,,
8,1,2,,,2,0,0
7,4,7,,,0,0,0
