"id","group_id","round","main_score","sub1_score","sub2_score","sub3_score","sub4_score","sub5_score","elapsed_time","penalty","start_penalty","retire"
1,1,1,15,7,7,7.9,7.4,7,28.1,0,0,0
2,3,1,,,,,,,,,,1
3,2,1,,,,,,,,,,1
4,4,1,14.1,5.8,5.8,5.8,6.2,5,25.19,0,0,0
