"id","group_id","round","main_score","sub1_score","sub2_score","penalty","retire"
1,1,1,5.2,4.3,5,0,0
2,4,1,3.9,4.2,4.1,0,0
3,6,1,8.6,9.1,7.7,0,0
4,2,1,7.1,8,6.2,-1,0
5,7,1,5.8,6.7,5.7,0,0
6,5,1,7.7,8.1,7,0,0
7,3,1,3.7,5.4,4.6,0,0
