"id","left_player_id","right_player_id","next_left_id","next_right_id","left_player_flag","left_retire","right_retire"
5,12,8,,11,0,0,0
6,14,1,11,,4,0,1
1,3,15,9,,3,0,0
3,10,5,10,,0,0,0
7,4,16,,12,0,0,0
2,13,7,,9,2,0,0
11,14,8,,14,2,,
4,2,9,,10,0,0,0
8,6,11,12,,3,0,0
9,3,13,13,,3,,
10,5,9,,13,3,,
12,6,16,14,,1,,
13,3,5,16,,0,,
14,16,14,,16,0,,
15,3,16,,,3,0,0
16,5,14,,,1,0,0
