"id","group_id","round","main_score","sub1_score","sub2_score","penalty","retire"
1,1,1,7.7,7.5,7.6,,0
2,7,1,6.6,6.8,7.1,-2,0
3,6,1,6.5,6.7,7.4,,0
4,2,1,7.9,7.7,7.9,,0
5,4,1,7.5,7.2,7.3,,0
6,5,1,8.1,8.3,8,,0
7,3,1,8.2,8.6,8.2,,0
8,1,2,7.4,7,7.7,,0
9,2,2,7.2,6.3,8.1,0,0
10,5,2,8.2,8,8.6,0,0
11,3,2,7.8,8,8.2,0,0
