"id","group_id","round","main_score","sub1_score","sub2_score","penalty","retire"
1,8,1,6.8,6.1,7.1,,0
2,4,1,6.7,6.8,6.5,,0
3,6,1,6.6,6.4,6.2,,0
4,1,1,5.2,5,5.1,,0
5,5,1,7.3,7.3,7.1,,0
6,3,1,8.1,8,7.7,,0
7,2,1,7.8,7.7,7.9,,0
8,7,1,7.7,8.1,7.3,,0
9,5,2,6.9,7.1,7.5,0,0
10,7,2,7.7,8,8,0,0
11,2,2,7.4,7.5,7.6,0,0
12,3,2,8.4,8.5,8.2,,0
