"id","event_id","time_schedule","before_final","final","players_checked","next_unused_num"
6,0,"''",0,0,0,0
1,2,"'9:20-10:00'",0,0,1,0
2,4,"'10:00-10:45'",0,0,1,0
3,1,"'10:45-11:20'",0,0,1,0
4,3,"'11:20-11:55'",0,0,1,0
5,6,"'11:55-12:15'",0,0,1,0
