"id","event_id","time_schedule","before_final","final","players_checked","next_unused_num"
11,0,"''",0,0,0,0
1,4,"'10:45-11:45'",0,0,1,0
2,3,"'11:48-12:44'",0,0,1,1
3,10,"'13:14-13:46'",0,0,1,0
4,11,"'13:49-14:17'",0,0,1,0
5,5,"'14:21-15:01'",0,0,1,0
6,11,"'15:04-15:20'",0,1,1,0
7,10,"'15:23-15:39'",0,1,1,0
8,5,"'15:42-15:49'",0,1,1,0
9,2,"'15:52-16:00'",1,1,1,0
10,1,"'16:03-16:11'",1,1,1,0
