id,group_id,name,name_kana,mvp,hokei_newcommer_player_id,hokei_newcommer_rank_group,hokei_newcommer_rank_lastyear,hokei_newcommer_rank_total,hokei_newcommer_comment,hokei_kyuui_player_id,hokei_kyuui_rank_group,hokei_kyuui_rank_lastyear,hokei_kyuui_rank_total,hokei_kyuui_comment,hokei_man_player_id,hokei_man_rank_group,hokei_man_rank_lastyear,hokei_man_rank_total,hokei_man_comment,hokei_woman_player_id,hokei_woman_rank_group,hokei_woman_rank_lastyear,hokei_woman_rank_total,hokei_woman_comment,hokei_mei_kyuui_newcommer_player_id,hokei_mei_kyuui_newcommer_rank_group,hokei_mei_kyuui_newcommer_rank_lastyear,hokei_mei_kyuui_newcommer_rank_total,hokei_mei_kyuui_newcommer_comment,hokei_mei_player_id,hokei_mei_rank_group,hokei_mei_rank_lastyear,hokei_mei_rank_total,hokei_mei_comment,hokei_sei_player_id,hokei_sei_rank_group,hokei_sei_rank_lastyear,hokei_sei_rank_total,hokei_sei_comment,zissen_man_player_id,zissen_man_rank_group,zissen_man_rank_lastyear,zissen_man_rank_total,zissen_man_comment,zissen_sonen_man_player_id,zissen_sonen_man_rank_group,zissen_sonen_man_rank_lastyear,zissen_sonen_man_rank_total,zissen_sonen_man_comment,zissen_woman_player_id,zissen_woman_rank_group,zissen_woman_rank_lastyear,zissen_woman_rank_total,zissen_woman_comment,zissen_sonen_woman_player_id,zissen_sonen_woman_rank_group,zissen_sonen_woman_rank_lastyear,zissen_sonen_woman_rank_total,zissen_sonen_woman_comment
195,22,佐藤誠,サトウマコト,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,
196,22,勝山敬介,カツヤマケイスケ,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,
197,22,渡邊裕介,ワタナベユウスケ,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,
198,22,秋山高志,アキヤマタカシ,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,22,杉村和之,スギムラカズユキ,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,
200,22,内村悦子,ウチムラエツコ,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,
201,22,加藤博之,カトウヒロユキ,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,
202,22,菅沼大輔,スガヌマダイスケ,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,22,渡邉亜美,ワタナベアミ,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,22,鈴木公浩,スズキマサヒロ,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,22,中野博之,ナカノヒロユキ,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,
206,23,油井陽,アブライアキラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,72,,3,,,,,,,,,,,,,,,,,
207,23,木村雅和,キムラマサカズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,
208,23,松田勇太,マツダユウタ,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,
209,23,志村友秀,シムラトモヒデ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,
210,23,松浦航己,マツウラコウキ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,
211,23,今井浩一,イマイコウイチ,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,26,塩谷優太,シオヤユウタ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,77,,,,,,,,,,,,,,,,,,,
213,26,恒藤亮斗,ツネフジリョウト,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,
214,26,井上麻比留,イノウエマヒル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,
215,26,ラフマン蒼,ラフマンアオ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,
216,26,松原聡季,マツバラサキ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,
217,26,山根真彩,ヤマネマアヤ,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,
218,26,西川尚輝,ニシカワナオキ,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,
219,26,吉田光希,ヨシダコウキ,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,
220,26,中谷靖,ナカタニヤスシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,
221,29,村上海里,ムラカミカイリ,,,,,,,,,,,,,,,,,31,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,
222,32,石松幸真,イシマツユキマサ,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,33,松﨑耕平,マツザキコウヘイ,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,
