id,event_id,time_schedule,before_final,final,players_checked,next_unused_num
1,2,'10:45-11:45',0,0,0,0
2,1,'11:48-12:56',0,0,0,2
3,9,'13:26-13:54',0,0,0,0
4,7,'13:57-14:57',0,0,0,0
5,6,'15:00-15:30',0,0,0,0
6,6,'15:33-15:48',1,0,0,0
7,6,'15:51-16:06',0,1,0,0
8,0,'',0,0,0,0
