id,event_id,time_schedule,before_final,final,players_checked,next_unused_num
1,2,'10:45-11:49',0,0,0,0
2,1,'11:52-13:04',0,0,0,1
3,6,'13:34-14:04',0,0,0,0
4,7,'14:07-15:07',0,0,0,0
5,8,'15:10-15:26',0,1,0,0
6,9,'15:29-15:45',0,1,0,0
7,5,'15:48-15:55',1,0,0,0
8,4,'15:58-16:06',1,1,0,0
9,3,'16:09-16:17',1,1,0,0
10,0,'',0,0,0,0
