id,group_id,round,main_score,sub1_score,sub2_score,penalty,retire
1,5,1,,,,,
2,8,1,,,,,
3,3,1,,,,,
4,7,1,,,,,
5,2,1,,,,,
6,6,1,,,,,
7,4,1,,,,,
8,1,1,,,,,
9,9,1,,,,,
10,,2,,,,,
11,,2,,,,,
12,,2,,,,,
13,,2,,,,,
