id,group_id,name
1,1,北海道大学チーム
2,5,福島県立医科大学チーム
3,8,防衛医科大学校チーム
4,9,千葉工業大学チーム
5,10,千葉大学チーム
6,12,東京大学チーム
7,13,東京科学大学チーム
8,14,早稲田大学チーム
9,17,慶應義塾大学チーム
10,20,北里大学チーム
11,21,山梨大学チーム
12,22,東海大学清水チーム
13,23,神戸学院大学チーム
14,24,琉球大学チーム
15,36,同志社大学チーム
