id,group_id,name
1,1,北海道大学チーム
2,10,千葉大学チーム
3,11,大東文化大学チーム
4,12,東京大学チーム
5,14,早稲田大学チーム
6,15,法政大学チーム
7,17,慶應義塾大学チーム
8,21,山梨大学チーム
9,22,東海大学清水チーム
10,24,琉球大学チーム
