id,group_id,name
1,1,北海道大学チーム
2,5,福島県立医科大学チーム
3,10,千葉大学チーム
4,12,東京大学チーム
5,13,東京科学大学チーム
6,14,早稲田大学チーム
7,17,慶應義塾大学チーム
8,20,北里大学チーム
9,21,山梨大学チーム
