id,group_id,round,main_score,sub1_score,sub2_score,penalty,retire
1,6,1,,,,,
2,7,1,,,,,
3,8,1,,,,,
4,5,1,,,,,
5,4,1,,,,,
6,1,1,,,,,
7,9,1,,,,,
8,2,1,,,,,
9,3,1,,,,,
10,,2,,,,,
11,,2,,,,,
12,,2,,,,,
13,,2,,,,,
