id,left_player_id,right_player_id,next_left_id,next_right_id,left_player_flag,left_retire,right_retire
1,28,9,,25,,,
2,20,6,26,,,,
3,30,10,,26,,,
4,39,56,27,,,,
5,50,16,,27,,,
6,11,36,28,,,,
7,22,46,,29,,,
8,1,7,30,,,,
9,40,34,,30,,,
10,29,48,31,,,,
11,45,33,,31,,,
12,8,25,32,,,,
13,23,51,33,,,,
14,43,15,,34,,,
15,2,37,34,,,,
16,53,21,,35,,,
17,31,38,35,,,,
18,14,32,,36,,,
19,55,52,37,,,,
20,3,27,,38,,,
21,5,44,38,,,,
22,49,17,,39,,,
23,47,42,39,,,,
24,35,54,,40,,,
25,24,,41,,,,
26,,,,41,,,
27,,,42,,,,
28,,41,,42,,,
29,12,,43,,,,
30,,,,43,,,
31,,,44,,,,
32,,26,,44,,,
33,,18,,45,,,
34,,,45,,,,
35,,,,46,,,
36,4,,46,,,,
37,,13,,47,,,
38,,,47,,,,
39,,,,48,,,
40,19,,48,,,,
41,,,49,,,,
42,,,,49,,,
43,,,50,,,,
44,,,,50,,,
45,,,,51,,,
46,,,51,,,,
47,,,,52,,,
48,,,52,,,,
49,,,53,,,,
50,,,,53,,,
51,,,,54,,,
52,,,54,,,,
53,,,56,,,,
54,,,,56,,,
55,,,,,,,
56,,,,,,,
