id,group_id,round,main_score,sub1_score,sub2_score,penalty,retire
1,3,1,,,,,
2,1,1,,,,,
3,5,1,,,,,
4,10,1,,,,,
5,7,1,,,,,
6,11,1,,,,,
7,2,1,,,,,
8,6,1,,,,,
9,14,1,,,,,
10,15,1,,,,,
11,12,1,,,,,
12,8,1,,,,,
13,13,1,,,,,
14,4,1,,,,,
15,9,1,,,,,
16,,2,,,,,
17,,2,,,,,
18,,2,,,,,
19,,2,,,,,
