id,name
1,'北海道大学'
2,'北里大学十和田'
5,'福島県立医科大学'
6,'新潟医療福祉大学'
7,'城西大学'
8,'防衛医科大学校'
9,'千葉工業大学'
10,'千葉大学'
11,'大東文化大学'
12,'東京大学'
13,'東京科学大学'
14,'早稲田大学'
15,'法政大学'
17,'慶應義塾大学'
20,'北里大学'
21,'山梨大学'
22,'東海大学清水'
23,'神戸学院大学'
24,'琉球大学'
25,'徳島大学'
26,'日本体育大学'
27,'東京家政大学'
28,'神奈川大学'
29,'明海大学'
30,'新潟大学'
