id,schedule_id,order_id,game_id
1,1,1,1
2,1,2,2
3,1,3,3
4,1,4,15
5,1,5,16
6,1,6,17
7,1,7,18
8,1,8,31
9,1,9,32
10,1,10,39
11,2,1,1
12,2,2,2
13,2,3,3
14,2,4,4
15,2,5,17
16,2,6,18
17,2,7,19
18,2,8,20
19,2,9,33
20,2,10,34
21,2,11,41
22,3,1,1
23,3,2,8
24,3,3,9
25,3,4,10
26,3,5,11
27,3,6,24
28,3,7,25
29,3,8,32
30,4,1,1
31,4,2,6
32,4,3,7
33,4,4,8
34,4,5,9
35,4,6,22
36,4,7,23
37,4,8,30
38,5,1,2
