id,event_id,time_schedule,before_final,final,players_checked,next_unused_num
1,26,'9:20-10:15',0,0,0,0
2,26,'10:15-11:15',0,0,0,0
3,4,'11:15-11:25',0,0,0,0
4,7,'11:25-12:05',0,0,0,0
5,1,'12:05-12:15',0,0,0,0
6,3,'12:15-12:25',0,0,0,1
7,7,'13:30-13:50',0,0,0,0
8,7,'13:50-14:10',0,0,0,0
9,0,'',0,0,0,0
