id,event_id,time_schedule,before_final,final,players_checked,next_unused_num
1,9,'9:20-10:00',0,0,0,0
2,4,'10:00-10:45',0,0,0,0
3,1,'10:45-11:25',0,0,0,0
4,3,'11:25-12:00',0,0,0,0
5,6,'12:00-12:20',0,0,0,2
6,6,'13:30-13:50',0,0,0,0
7,6,'13:50-14:10',0,0,0,0
8,0,'',0,0,0,0
