id,event_id,time_schedule,before_final,final,players_checked,next_unused_num
1,2,'9:20-10:00',0,0,0,0
2,4,'10:00-10:45',0,0,0,0
3,1,'10:45-11:25',0,0,0,0
4,3,'11:25-12:00',0,0,0,0
5,6,'12:00-12:20',0,0,0,2
6,6,'13:30-13:50',0,0,0,0
7,6,'13:50-14:10',0,0,0,0
8,4,'14:30-14:40',1,1,0,0
9,9,'14:40-15:04',0,1,0,0
10,11,'15:04-15:22',0,1,0,0
11,10,'15:22-15:40',0,1,0,0
12,3,'15:40-15:50',1,1,0,0
13,6,'15:50-16:10',1,0,0,0
14,6,'16:10-16:30',0,1,0,0
15,0,'',0,0,0,0
