id,group_id,name,name_kana,mvp,zissen_man_player_id,zissen_man_rank_group,zissen_man_rank_lastyear,zissen_man_rank_total,zissen_man_comment,hokei_man_player_id,hokei_man_rank_group,hokei_man_rank_lastyear,hokei_man_rank_total,hokei_man_comment,zissen_woman_player_id,zissen_woman_rank_group,zissen_woman_rank_lastyear,zissen_woman_rank_total,zissen_woman_comment,hokei_woman_player_id,hokei_woman_rank_group,hokei_woman_rank_lastyear,hokei_woman_rank_total,hokei_woman_comment
287,21,小野直史,オノナオフミ,,30,1,,,,,,,,,,,,,,,,,,
288,21,小宮山裕大,コミヤマユウダイ,,,,,,,,,,,,,,,,,,,,,
289,21,渦岡遼丞,ウズオカリョウスケ,,,,,,,42,2,,,,,,,,,,,,,
290,21,大竹遥葉,オオタケハルヨ,,,,,,,,,,,,21,1,,6,R8関東中部躰道優勝大会個人実戦3位,,,,,
291,21,山中満里奈,ヤマナカマリナ,,,,,,,,,,,,22,2,,,,,,,,
292,21,西岡希星,ニシオカキララ,,,,,,,,,,,,23,3,,,,,,,,
293,21,森田心海,モリタココミ,,,,,,,,,,,,,,,,,37,1,,,
294,21,窪田涼見,クボタスズミ,,,,,,,,,,,,,,,,,,,,,
295,21,穐山佳歩,アキヤマカホ,,,,,,,,,,,,,,,,,,,,,
296,21,細田はな乃,ホソダハナノ,,,,,,,,,,,,,,,,,,,,,
297,21,加藤美幸,カトウミユキ,,,,,,,,,,,,,,,,,,,,,
298,21,川崎蓮佳,カワサキレンカ,,,,,,,,,,,,,,,,,,,,,
299,21,川島瑞帆,カワシマミズホ,,,,,,,,,,,,,,,,,,,,,
300,21,山本明楽,ヤマモトアキラ,,,,,,,,,,,,,,,,,,,,,
301,21,的場朗人,マトバアキト,,,,,,,,,,,,,,,,,,,,,
302,22,松本大緯,マツモトダイ,,31,2,,,,43,2,,,,,,,,,,,,,
303,22,尾沼恭平,オヌマキョウヘイ,,32,1,,,,44,1,,,,,,,,,,,,,
304,22,大久保歩輝,オオクボアユキ,,33,3,,,,45,3,,,,,,,,,,,,,
305,22,久真也,ヒサシシンヤ,,,,,,,,,,,,,,,,,,,,,
306,22,長内優奈,オサナイユウナ,,,,,,,,,,,,,,,,,,,,,
307,22,小谷菜月,コタニナツキ,,,,,,,,,,,,,,,,,,,,,
308,22,林煌竜,ハヤシコウリュウ,,,,,,,,,,,,,,,,,,,,,
309,22,松原怜,マツハラレイ,,,,,,,,,,,,,,,,,,,,,
310,22,野村公花,ノムラキミカ,,,,,,,,,,,,,,,,,,,,,
311,22,水谷日陽,ミズタニアサヒ,,,,,,,,,,,,,,,,,,,,,
312,36,亀田日向歩,カメダヒナホ,,,,,,,,,,,,,,,,,38,1,,,
313,36,引地智也,ヒキチトモヤ,,,,,,,46,1,,,,,,,,,,,,,
314,36,藤田麻里子,フジタマリコ,,,,,,,,,,,,,,,,,,,,,
315,36,中山創介,ナカヤマソウスケ,,,,,,,,,,,,,,,,,,,,,
316,36,大原康平,オオハラコウヘイ,,,,,,,,,,,,,,,,,,,,,
317,36,福永沙姫,フクナガサキ,,,,,,,,,,,,,,,,,,,,,
318,36,境彩来,サカイサエラ,,,,,,,,,,,,,,,,,,,,,
319,36,田中杏里紗,タナカアリサ,,,,,,,,,,,,,,,,,,,,,
320,23,小西綾香,コニシアヤカ,,,,,,,,,,,,24,2,,,,39,2,,,
321,23,渡邊きらり,ワタナベキラリ,,,,,,,,,,,,25,1,,,,40,1,,,
322,23,長畑智也,ナガハタトモヤ,,34,1,,,,47,1,,,,,,,,,,,,,
323,23,田口海斗,タグチカイト,,35,2,,,,48,2,,,,,,,,,,,,,
324,23,土橋由依,ドバシユイ,,,,,,,,,,,,,,,,,,,,,
325,23,若宮愛美,ワカミヤマナミ,,,,,,,,,,,,,,,,,,,,,
326,23,東暖人,ヒガシハルト,,,,,,,,,,,,,,,,,,,,,
327,23,鈴木雄汰,スズキユウタ,,,,,,,,,,,,,,,,,,,,,
328,23,谷口正宗,タニグチマサムネ,,,,,,,,,,,,,,,,,,,,,
329,23,西原蓮太,ニシハラレンタ,,,,,,,,,,,,,,,,,,,,,
330,25,森稼頭人,モリカズト,,36,1,,,,49,1,,,,,,,,,,,,,
331,24,赤地宏介,アカチコウスケ,,,,,,,50,1,,,,,,,,,,,,,
332,24,戸根右京,トネウキョウ,,37,1,,,,,,,,,,,,,,,,,,
333,24,吉村友樹,ヨシムラユウキ,,,,,,,51,2,,,,,,,,,,,,,
334,24,前田恵成,マエダケイセイ,,,,,,,52,3,,,,,,,,,,,,,
335,24,伊藤幸徳,イトウタカノリ,,38,2,,,,,,,,,,,,,,,,,,
336,24,藤本統弥,フジモトトウヤ,,,,,,,,,,,,,,,,,,,,,
337,24,後呂優月,ウシロユヅキ,,,,,,,,,,,,,,,,,41,1,,,
338,24,稲用幾斗,イナモチイクト,,,,,,,,,,,,,,,,,,,,,
339,24,新城未來,シンジョウミライ,,,,,,,,,,,,,,,,,,,,,
340,24,田場梨央奈,タバリオナ,,,,,,,,,,,,,,,,,42,2,,,
341,24,知花柚奈,チバナユナ,,,,,,,,,,,,,,,,,43,3,,,
342,24,出水俊平,デミズシュンペイ,,,,,,,,,,,,,,,,,,,,,
343,24,高塚悠奈,タカツカユウナ,,,,,,,,,,,,,,,,,,,,,
344,24,仲田由,ナカダユイ,,,,,,,,,,,,,,,,,,,,,
345,24,林つぐみ,ハヤシツグミ,,,,,,,,,,,,,,,,,,,,,
346,24,林環希,ハヤシタマキ,,,,,,,,,,,,,,,,,,,,,
347,24,大城希歩,オオシロキホ,,,,,,,,,,,,,,,,,,,,,
348,37,黒原勇児,クロハラタケル,,39,1,,,,53,1,,,,,,,,,,,,,
349,38,翁長彦綺,オナガゲンキ,,40,1,,,,54,1,,,,,,,,,,,,,
350,26,早川颯香,ハヤカワソヨカ,,,,,,,,,,,,26,,2,1,R7 学生大会個人実戦準優勝,44,1,,6,全国高校生躰道優勝大会 R4優勝 R5準優勝
351,27,山本千穂里,ヤマモトチホリ,,,,,,,,,,,,27,1,,3,R8 埼玉県大会個人実戦3位、 R7 埼玉県大会個人実戦優勝、 R6 埼玉県大会個人実戦2位、 R6 高校生大会個人実戦3位,45,1,,3,R8埼玉県大会個人法形準優勝、 R7埼玉県大会個人法形優勝、 R6埼玉県大会個人法形3位、 R6高校生大会個人法形2位
352,28,宮川怜碧那,ミヤガワレオナ,,41,1,,1,第57回学生大会個人実戦3位,55,1,,,,,,,,,,,,,
353,39,佐藤優真,サトウユウマ,,42,1,,,,56,1,,9,R8 神奈川県躰道優勝大会 個人法形 3位,,,,,,,,,,
