"id","left_group_id","right_group_id","next_left_id","next_right_id","left_group_flag","left_retire","right_retire"
6,3,5,,,0,0,0
5,1,4,,,0,0,0
1,1,6,,3,1,0,0
2,4,2,,4,1,0,0
3,3,1,6,,1,0,
4,5,4,,6,1,0,
