"id","left_player_id","right_player_id","next_left_id","next_right_id","left_player_flag","left_retire","right_retire"
1,9,5,,3,0,0,0
2,6,10,,6,3,0,0
3,3,5,7,,3,0,
4,2,7,,7,0,0,0
5,8,1,,8,3,0,0
6,4,6,8,,3,0,
7,3,7,10,,1,,
8,4,8,,10,3,,
9,3,8,,,-1,1,0
10,7,4,,,2,0,0
