"id","left_player_id","right_player_id","next_left_id","next_right_id","left_player_flag","left_retire","right_retire"
1,3,12,,6,0,0,0
2,4,2,7,,1,0,0
3,11,9,,7,0,0,0
4,13,6,8,,-1,1,0
5,7,8,,9,2,0,0
6,5,12,10,,0,0,
7,2,9,,10,0,,
8,6,1,,11,0,,0
9,10,7,11,,1,0,
10,12,9,13,,2,,
11,7,1,,13,1,,
12,9,7,,,3,0,0
13,12,1,,,3,0,0
