"id","left_player_id","right_player_id","next_left_id","next_right_id","left_player_flag","left_retire","right_retire"
1,4,12,,8,0,0,0
2,7,11,9,,3,0,0
3,2,13,,9,0,0,0
4,15,14,,10,0,0,0
5,1,9,10,,3,0,0
6,10,8,,11,0,0,0
7,3,6,11,,0,0,0
8,5,12,12,,3,0,
9,7,13,,12,0,,
10,1,14,,13,0,,
11,6,8,13,,2,,
12,5,13,15,,1,,
13,6,14,,15,1,,
15,13,14,,,3,0,0
14,5,6,,,3,0,0
