id,group_id,name
1,2,青森県チーム
2,4,宮城県チーム
3,5,山形県チーム
4,8,茨城県チーム
5,10,埼玉県Aチーム
6,10,埼玉県Bチーム
7,11,千葉県チーム
8,12,東京城東Aチーム
9,12,東京城東Bチーム
10,16,東京多摩Aチーム
11,16,東京多摩Bチーム
12,18,山梨県Aチーム
13,18,山梨県Bチーム
14,20,新潟県Aチーム
15,20,新潟県Bチーム
16,22,静岡西部チーム
