id,event_id,time_schedule,before_final,final,players_checked,next_unused_num
1,32,'9:20-9:58',0,0,0,0
2,30,'10:01-10:54',0,0,0,0
3,2,'10:57-11:35',0,0,0,0
4,31,'11:38-12:10',0,0,0,1
5,20,'13:00-13:35',0,0,0,0
6,6,'13:48-14:18',0,0,0,6
7,6,'15:50-15:55',1,0,0,0
8,28,'15:58-16:02',1,0,0,0
9,32,'16:02-16:06',1,0,0,0
10,36,'16:06-16:10',1,0,0,0
11,31,'16:12-16:16',1,0,0,0
12,35,'16:16-16:20',1,0,0,0
13,3,'16:20-16:24',1,0,0,0
14,0,'',0,0,0,0
