id,group_id,round,main_score,sub1_score,sub2_score,penalty,retire
1,1,1,,,,,
2,14,1,,,,,
3,7,1,,,,,
4,3,1,,,,,
5,12,1,,,,,
6,17,1,,,,,
7,5,1,,,,,
8,8,1,,,,,
9,13,1,,,,,
10,16,1,,,,,
11,9,1,,,,,
12,2,1,,,,,
13,6,1,,,,,
14,18,1,,,,,
15,15,1,,,,,
16,11,1,,,,,
17,10,1,,,,,
18,4,1,,,,,
19,,2,,,,,
20,,2,,,,,
21,,2,,,,,
22,,2,,,,,
