id,event_id,time_schedule,before_final,final,players_checked,next_unused_num
1,36,'9:20-9:58',0,0,0,0
2,27,'10:01-10:39',0,0,0,0
3,35,'10:42-11:17',0,0,0,0
4,33,'11:20-11:52',0,0,0,1
5,1,'13:00-13:38',0,0,0,0
6,7,'13:48-14:33',0,0,0,0
7,0,'',0,0,0,0
