id,left_player_id,right_player_id,next_left_id,next_right_id,left_player_flag,left_retire,right_retire
1,10,2,,7,,,
2,5,15,,9,,,
3,6,17,10,,,,
4,4,13,11,,,,
5,14,22,,12,,,
6,1,19,,14,,,
7,20,,15,,,,
8,9,21,,15,,,
9,3,,16,,,,
10,,12,,16,,,
11,,18,,17,,,
12,8,,17,,,,
13,11,16,,18,,,
14,7,,18,,,,
15,,,19,,,,
16,,,,19,,,
17,,,,20,,,
18,,,20,,,,
19,,,22,,,,
20,,,,22,,,
21,,,,,,,
22,,,,,,,
