id,left_player_id,right_player_id,next_left_id,next_right_id,left_player_flag,left_retire,right_retire
1,12,9,,11,,,
2,25,13,12,,,,
3,4,26,,12,,,
4,18,7,,13,,,
5,2,20,14,,,,
6,1,6,15,,,,
7,19,17,,16,,,
8,8,11,,17,,,
9,10,24,17,,,,
10,14,15,,18,,,
11,21,,19,,,,
12,,,,19,,,
13,5,,20,,,,
14,,23,,20,,,
15,,22,,21,,,
16,3,,21,,,,
17,,,,22,,,
18,16,,22,,,,
19,,,23,,,,
20,,,,23,,,
21,,,,24,,,
22,,,24,,,,
23,,,26,,,,
24,,,,26,,,
25,,,,,,,
26,,,,,,,
