id,event_id,time_schedule,before_final,final,players_checked,next_unused_num
1,36,'9:20-10:01',0,0,0,0
2,27,'10:04-10:42',0,0,0,0
3,4,'10:45-11:11',0,0,0,0
4,29,'11:14-12:01',0,0,0,1
5,3,'13:00-13:20',0,0,0,0
6,7,'13:48-14:33',0,0,0,2
7,18,'15:00-15:32',0,1,0,0
8,19,'15:35-15:49',0,1,0,2
9,6,'15:50-15:55',0,1,0,0
10,28,'15:58-16:02',0,1,0,0
11,32,'16:02-16:06',0,1,0,0
12,36,'16:06-16:10',0,1,0,0
13,31,'16:12-16:16',0,1,0,0
14,35,'16:16-16:20',0,1,0,0
15,3,'16:20-16:24',0,1,0,0
16,0,'',0,0,0,0
