id,left_player_id,right_player_id,next_left_id,next_right_id,left_player_flag,left_retire,right_retire
1,17,27,,12,,,
2,21,22,13,,,,
3,2,3,,13,,,
4,11,15,,14,,,
5,6,25,15,,,,
6,18,1,16,,,,
7,10,7,,17,,,
8,5,13,17,,,,
9,23,14,,18,,,
10,24,4,18,,,,
11,26,16,,19,,,
12,8,,20,,,,
13,,,,20,,,
14,19,,21,,,,
15,,12,,21,,,
16,,20,,22,,,
17,,,22,,,,
18,,,,23,,,
19,9,,23,,,,
20,,,24,,,,
21,,,,24,,,
22,,,,25,,,
23,,,25,,,,
24,,,27,,,,
25,,,,27,,,
26,,,,,,,
27,,,,,,,
