id,left_player_id,right_player_id,next_left_id,next_right_id,left_player_flag,left_retire,right_retire
1,25,10,,10,,,
2,11,21,11,,,,
3,2,3,,11,,,
4,24,5,,12,,,
5,17,20,13,,,,
6,14,19,14,,,,
7,15,12,,15,,,
8,8,22,16,,,,
9,9,4,,17,,,
10,6,,18,,,,
11,,,,18,,,
12,16,,19,,,,
13,,13,,19,,,
14,,1,,20,,,
15,7,,20,,,,
16,,18,,21,,,
17,23,,21,,,,
18,,,22,,,,
19,,,,22,,,
20,,,,23,,,
21,,,23,,,,
22,,,25,,,,
23,,,,25,,,
24,,,,,,,
25,,,,,,,
