id,left_player_id,right_player_id,next_left_id,next_right_id,left_player_flag,left_retire,right_retire
1,24,17,,10,,,
2,25,2,11,,,,
3,7,10,,11,,,
4,16,6,,12,,,
5,23,5,13,,,,
6,4,3,14,,,,
7,14,22,,15,,,
8,9,12,16,,,,
9,21,8,,17,,,
10,20,,18,,,,
11,,,,18,,,
12,13,,19,,,,
13,,15,,19,,,
14,,19,,20,,,
15,11,,20,,,,
16,,1,,21,,,
17,18,,21,,,,
18,,,22,,,,
19,,,,22,,,
20,,,,23,,,
21,,,23,,,,
22,,,25,,,,
23,,,,25,,,
24,,,,,,,
25,,,,,,,
