id,left_player_id,right_player_id,next_left_id,next_right_id,left_player_flag,left_retire,right_retire
1,1,4,,8,,,
2,19,2,,10,,,
3,21,10,11,,,,
4,14,9,12,,,,
5,3,17,,13,,,
6,8,18,14,,,,
7,22,16,,15,,,
8,15,,16,,,,
9,20,13,,16,,,
10,6,,17,,,,
11,,11,,17,,,
12,,7,,18,,,
13,5,,18,,,,
14,,23,,19,,,
15,12,,19,,,,
16,,,20,,,,
17,,,,20,,,
18,,,,21,,,
19,,,21,,,,
20,,,23,,,,
21,,,,23,,,
22,,,,,,,
23,,,,,,,
