id,group_id,name
1,10,埼玉県チーム
2,11,千葉県Aチーム
3,11,千葉県Bチーム
4,12,東京城東チーム
5,14,東京城南Aチーム
6,14,東京城南Bチーム
7,20,新潟県チーム
