id,left_player_id,right_player_id,next_left_id,next_right_id,left_player_flag,left_retire,right_retire
1,1,8,5,,,,
2,4,6,,5,,,
3,7,3,,6,,,
4,2,5,6,,,,
5,,,8,,,,
6,,,,8,,,
7,,,,,,,
8,,,,,,,
